"","zcta","boro","pop_prc_ch","pov_pct_ch","hh_inc_med_ch","rent_gross_med_ch","norm_rental_ch","total_bach_degree_prc_ch","pop_race_asian_prc_ch","pop_race_black_prc_ch","pop_race_hisp_prc_ch","pop_race_white_prc_ch","avg_eviction_1000"
"97","10460","Bronx","0.0783419996050813","0.0729300371734818","0.128063819947587","0.0892156862745098","0.0157639686120237","0.218030498777561","-0.374147653449056","0.09111432887376","-0.0196408530392395","0.0526373133135528","7.19"
"98","10461","Bronx","-0.0113286685874444","-0.00837088214679083","0.0988056654788977","0.131221719457014","0.00455797734844353","0.0493285220219919","0.0134123224241467","0.189731239430388","0.174135380836081","-0.236511776811129","2.61"
"99","10462","Bronx","0.0439334242562004","0.0427771499676219","0.0792802529922741","0.113369820172009","0.0242611651284333","0.0223264273938766","0.0561146976644648","-0.0291432857416914","0.0242256541172937","-0.180348988715902","4.09"
"100","10463","Bronx","0.047925558925655","0.0510878232144891","0.0950900969752552","0.121188428459734","-0.0043467383979447","0.119020026071625","-0.307252117281097","0.0119388604267649","0.0329724548754263","-0.0449897180192304","2.79"
"101","10464","Bronx","0.120212530440558","0.12065530219172","0.304941208609837","-0.0288230584467574","-0.234581365782218","-0.0349080555452093","0.696528649816037","0.141206732651121","0.0520492014616055","-0.0505522828681336","1.99"
"102","10465","Bronx","0.00840317151957352","-0.00533559978279859","0.144804870476113","0.0964777947932619","-0.0268450535704573","0.0271084297800684","0.261257288143716","0.143455654532778","0.164856303999371","-0.172401045083056","1.11"
"103","10466","Bronx","0.0263426171349346","0.0241065036620959","0.117581052378472","0.104872006606111","-0.00158608237983905","0.130425594762701","0.335156635707664","-0.0655886299651021","0.107968493998039","0.0284611788569572","5.03"
"104","10467","Bronx","0.0622967736910765","0.0626765153160982","0.000650066419829852","0.114904246461282","0.0181309233623348","-0.0263606703030842","0.0212601625408568","-0.12303298810956","0.122875521848236","-0.181044965322489","5.67"
"105","10468","Bronx","0.0573290237840761","0.0609783133158588","0.0681676930900051","0.115702479338843","0.0302970671459292","-0.0077747421624206","-0.224443545069879","-0.270264588220612","0.0725797843204764","-0.251450065076739","5.58"
"106","10469","Bronx","0.0195595003287311","0.0190056818181818","0.0878376166311999","0.103500761035008","-0.0105638099051448","-0.00525768626755509","0.202178812197762","-0.0305376039416158","0.109000753393161","-0.308992057814127","2.76"
"107","10470","Bronx","-0.0722998903508772","-0.0744973836408703","0.0105898549189876","0.152190051967335","0.00527214308555719","0.187817063009245","-0.0401151071183667","0.0143120233541523","0.0703113015498662","-0.0248215066032556","5.55"
"108","10471","Bronx","0.0112522686025408","-0.00936201546310419","0.119186477536697","0.179883945841393","0.0124155586923052","-0.089599569239713","0.179306306808677","0.217427121663094","0.05954981511367","-0.0814721884671605","1.85"
"109","10472","Bronx","0.0146393128663455","0.0120409568312655","-0.0327199032458406","0.123467600700525","0.0329077434218009","-0.0486109771548101","0.0756691328219112","0.0596639654892673","-0.0346385038304624","0.304164239870386","4.64"
"110","10473","Bronx","0.0660152564328093","0.0657678818494804","0.0336039461514747","0.171858216970999","0.00774753489840446","0.026572804693562","-0.0615214796052263","0.0105119456442962","-0.0173084194457952","0.359633391047201","2.76"
"111","10474","Bronx","-0.00912119289340101","0.00699181446111869","0.100362990423231","0.156723063223508","-0.0717649263071037","0.284640434108394","-1","0.245716929193979","-0.0882271657073742","-0.399605066236891","7.27"
"112","10475","Bronx","0.0591306706448769","0.0533535518488277","0.0671810235154102","0.130869130869131","0.131645244452408","0.0538046013182489","0.256991324657991","-0.0401036803880246","0.0517281636109496","-0.332325090554472","1.97"
"113","11001","Queens","0.032345590860407","0.0342424134110162","0.0319668223853561","0.0822006472491909","0.174476851240723","0.116878731027252","0.315478716232293","-0.272402302852625","0.202874108956997","-0.0969576218832055","0.07"
"114","11004","Queens","0.0642201834862385","0.0228693181818182","0.155912768579542","0.182389937106918","-0.0082351222121691","-0.168748947880757","0.0504754027811399","0.392236139738914","0.185878529684854","-0.19477920642743","0.37"
