@relation eviction_acs_final
@attribute zcta numeric
@attribute boro numeric
@attribute pop_prc_ch numeric
@attribute pov_pct_ch numeric
@attribute hh_inc_med_ch numeric
@attribute rent_gross_med_ch numeric
@attribute total_units_rent_ch numeric
@attribute total_bach_degree_prc_ch numeric
@attribute pop_race_asian_prc_ch numeric
@attribute pop_race_black_prc_ch numeric
@attribute pop_race_hisp_prc_ch numeric
@attribute pop_race_white_prc_ch numeric
@attribute avg_eviction_1000 numeric
@data
10025,Manhattan,-0.0219003623572291,-0.0133528524531985,0.168654070332232,0.0360610263522885,-0.113900117355587,0.0742464426647753,0.128806489948541,-0.131925953968531,0.125882346301323,-0.0708061121860227,1.25
10026,Manhattan,0.0824834808627353,0.0800070557403488,0.226149515170472,0.188246097337006,0.0721567378145906,0.091891149747929,0.214731419672512,-0.0918118867350107,0.0784627500020176,0.0950804971271008,2.32
10027,Manhattan,0.0665034804559015,0.0693752983700471,0.216136683063949,0.177272727272727,0.013429446035351,0.169808177643597,0.0687137521698063,-0.0794570507904815,0.0180005130847348,0.123040835665139,1.9
10028,Manhattan,0.0856840550198638,0.08586090533336,0.094183871211295,0.154991243432574,0.0506922988900332,0.098655324522516,0.29202662862491,-0.438155412882404,0.230915035120307,-0.0406712114406431,0.85
10029,Manhattan,0.0226918606089086,0.0151379319177275,0.0811700720270469,0.112849162011173,0.0707706894216443,0.25060823252227,0.158537222901873,-0.0482459589018483,-0.0291020459283545,0.0603861198734494,2.47
10030,Manhattan,0.0264894075522992,0.0283344392833444,0.15072816878011,0.17478813559322,0.0165380374862183,0.152094970175467,-0.800924301924695,-0.0791458444976008,0.116189904802847,0.174348002956018,4.41
10031,Manhattan,0.0428649289859254,0.0421291746548308,0.171321525885559,0.174193548387097,0.0506832551499082,0.15095183201481,0.55577830761678,-0.14068505163011,-0.0918065305091607,0.25886718969423,2.67
10032,Manhattan,0.0242937406029912,0.025977366255144,0.138338505609931,0.144089732528041,0.0374934725848564,0.333222539665739,0.21750478709621,-0.207087348078799,-0.00818460459448766,0.239905448428367,2.68
10033,Manhattan,0.0614537082716658,0.0644703209315535,0.220420782746399,0.167785234899329,0.0160150461643679,0.18694549611558,-0.466787356582971,0.0983820543756447,-0.0131354399447773,0.0641500635285703,2.67
10034,Manhattan,0.067577965871543,0.0660520878272519,0.15439313284488,0.146456692913386,0.0688553561718325,-0.0707787728892712,0.35891725822079,0.10133167851066,-0.0315604691621302,0.0691162995262874,3.24
10035,Manhattan,0.0185771645082848,0.0131926121372032,0.0615065158241443,0.193627450980392,0.131546423605747,0.110085023927896,0.21568481175566,0.066838785799253,-0.0748582775632826,-0.0275945949353317,3.45
10036,Manhattan,0.165810629745422,0.166257257704332,0.316881342909281,0.22940074906367,0.12291933418694,0.118828906801213,0.108869264468364,-0.0802517438037561,0.171255421043579,-0.0605099857478981,4.29
10037,Manhattan,0.192834214501511,0.195498423014432,0.00205107681532805,0.162112932604736,0.150721127380821,0.0762702923354124,-0.274640442311066,-0.101197693416951,0.363995015706086,-0.128361022155981,6.04
10038,Manhattan,0.107538852028321,0.122739261492087,0.224597798475868,0.208759124087591,0.0816765180010747,0.15030108326766,0.0409687578337503,0.161577103396093,-0.397184088261277,0.0324810711876318,1.02
10039,Manhattan,0.067308752711098,0.0701450769570661,-0.0442436471035471,0.133037694013304,0.113591933326474,0.119436392014463,0.276713299750506,-0.0784774183667504,0.0555094720716755,0.298943917694313,4.57
10040,Manhattan,0.0511488381192531,0.0446803704540321,0.144186145076183,0.161890007745933,0.0253900903367096,0.106351265374666,0.0213729340533464,-0.0845775492383097,-0.0123595286264897,0.0268849786910084,2.52
10004,Manhattan,0.0702341137123746,0.0702341137123746,0.0937629049483802,0.343719252213841,0.0718778077268643,0.201453507120954,0.464953100810491,-22.4467625899281,-0.0803843411757081,-0.124687497610838,0
10005,Manhattan,0.340552995391705,0.341129032258065,0.217128257669587,0.362941738299905,0.193874602715978,-0.0253952038940563,-0.368452121422072,0.857479127588363,0.243227689398611,0.0131027253668763,0
10044,Manhattan,-0.0306404353285894,-0.00428530616131797,0.186757068978547,0.133766233766234,0.0110881897885508,0.241317601368133,0.301245532032814,-0.327016407269839,-0.112305144582881,-0.0879162990894654,0.92
10004,Manhattan,0.0702341137123746,0.0702341137123746,0.0937629049483802,0.343719252213841,0.0718778077268643,0.201453507120954,0.464953100810491,-22.4467625899281,-0.0803843411757081,-0.124687497610838,0
10022,Manhattan,0.0483656311877171,0.0392143918138307,0.197585730586752,0.187576126674787,-0.0737527114967462,0.030472066384711,0.102006631557493,-0.728861703462541,-0.0114588684449934,-0.0139209049692827,0
10065,Manhattan,-0.109656688652122,-0.108870830641597,0.115522594552855,0.184067085953878,-0.238729909839279,0.0223651551455424,-0.274395431130274,0.0614442601675853,0.270450351362722,0.0165245518538465,1.35
10069,Manhattan,-0.0315688161693936,-0.0315688161693936,-0.360774588818789,0.343934426229508,-0.127195316657797,-0.57307696932985,0.155468517940181,0.623355198647908,-4.43622785930943,-0.0509153812249599,0.77
10075,Manhattan,-0.0582873170304146,-0.0558887556088676,0.22676975785916,0.124700239808153,-0.143887099248351,-0.148110148149545,-0.525656886698691,-0.210278057004636,0.465271570681609,-0.0621478630177109,0.85
10282,Manhattan,0.0242735648476258,0.0242735648476258,0.0663677345290619,0.324442943956786,0.00730260155180283,0.139402699049762,0.372127722611413,0.575912788112935,-2.41625809575692,0.0914764520015248,0
10005,Manhattan,0.340552995391705,0.341129032258065,0.217128257669587,0.362941738299905,0.193874602715978,-0.0253952038940563,-0.368452121422072,0.857479127588363,0.243227689398611,0.0131027253668763,0
10019,Manhattan,0.0298374687439892,0.0295253729901984,0.187194007853588,0.167036872501111,0.0184485105096023,0.0358625133214488,0.218877336838201,0.129738291458891,-0.0747742316584842,-0.08751504874996,0
10019,Manhattan,0.0298374687439892,0.0295253729901984,0.187194007853588,0.167036872501111,0.0184485105096023,0.0358625133214488,0.218877336838201,0.129738291458891,-0.0747742316584842,-0.08751504874996,0
10019,Manhattan,0.0298374687439892,0.0295253729901984,0.187194007853588,0.167036872501111,0.0184485105096023,0.0358625133214488,0.218877336838201,0.129738291458891,-0.0747742316584842,-0.08751504874996,0
10019,Manhattan,0.0298374687439892,0.0295253729901984,0.187194007853588,0.167036872501111,0.0184485105096023,0.0358625133214488,0.218877336838201,0.129738291458891,-0.0747742316584842,-0.08751504874996,0.01
10001,Manhattan,0.140643921994404,0.1599007962407,0.106581711080602,0.073744769874477,0.108028867839423,0.0950409806711808,0.166484969512994,0.366975360227793,-0.1104005157301,-0.0945904626926264,0.01
10001,Manhattan,0.140643921994404,0.1599007962407,0.106581711080602,0.073744769874477,0.108028867839423,0.0950409806711808,0.166484969512994,0.366975360227793,-0.1104005157301,-0.0945904626926264,0
10011,Manhattan,-0.0225197688864349,-0.0142083760993379,0.17606811246023,0.156235294117647,-0.0745327999123144,0.00333304776820286,0.116870227955133,0.179761895134073,-0.0703984210410419,-0.00514447158787322,0
10001,Manhattan,0.140643921994404,0.1599007962407,0.106581711080602,0.073744769874477,0.108028867839423,0.0950409806711808,0.166484969512994,0.366975360227793,-0.1104005157301,-0.0945904626926264,0
10001,Manhattan,0.140643921994404,0.1599007962407,0.106581711080602,0.073744769874477,0.108028867839423,0.0950409806711808,0.166484969512994,0.366975360227793,-0.1104005157301,-0.0945904626926264,0.01
10128,Manhattan,0.0525955086623209,0.0495978981769248,0.133673405576351,0.140457302846477,-0.0349083714137655,0.013521278124126,-0.060189619742343,-0.0728821653029352,0.236841056150002,-0.0544207556083904,0.83
10022,Manhattan,0.0483656311877171,0.0392143918138307,0.197585730586752,0.187576126674787,-0.0737527114967462,0.030472066384711,0.102006631557493,-0.728861703462541,-0.0114588684449934,-0.0139209049692827,0
10022,Manhattan,0.0483656311877171,0.0392143918138307,0.197585730586752,0.187576126674787,-0.0737527114967462,0.030472066384711,0.102006631557493,-0.728861703462541,-0.0114588684449934,-0.0139209049692827,0.01
10016,Manhattan,-0.0228580314103561,-0.02663680358357,0.0665537757437071,0.201516360734238,0.00561525801142415,0.0513567333746427,0.321285704304005,-0.124454903209532,0.117337720331749,-0.14733953056342,0
10162,Manhattan,-0.200906344410876,-0.200906344410876,0.0910151755875746,0.34757091620476,-0.183206106870229,-0.174047982659244,-16.0704402515723,?,-Inf,0.264699094108822,0.5
10017,Manhattan,0.0153160849402001,0.0168415914083476,0.0862588525268214,0.107493309545049,-0.176595368569913,0.0453214224193387,0.0276874288587708,-0.30571269221576,0.0906011872643624,-0.00566342127489141,0
10017,Manhattan,0.0153160849402001,0.0168415914083476,0.0862588525268214,0.107493309545049,-0.176595368569913,0.0453214224193387,0.0276874288587708,-0.30571269221576,0.0906011872643624,-0.00566342127489141,0.04
10017,Manhattan,0.0153160849402001,0.0168415914083476,0.0862588525268214,0.107493309545049,-0.176595368569913,0.0453214224193387,0.0276874288587708,-0.30571269221576,0.0906011872643624,-0.00566342127489141,0
10005,Manhattan,0.340552995391705,0.341129032258065,0.217128257669587,0.362941738299905,0.193874602715978,-0.0253952038940563,-0.368452121422072,0.857479127588363,0.243227689398611,0.0131027253668763,0
10017,Manhattan,0.0153160849402001,0.0168415914083476,0.0862588525268214,0.107493309545049,-0.176595368569913,0.0453214224193387,0.0276874288587708,-0.30571269221576,0.0906011872643624,-0.00566342127489141,0
10005,Manhattan,0.340552995391705,0.341129032258065,0.217128257669587,0.362941738299905,0.193874602715978,-0.0253952038940563,-0.368452121422072,0.857479127588363,0.243227689398611,0.0131027253668763,0
10005,Manhattan,0.340552995391705,0.341129032258065,0.217128257669587,0.362941738299905,0.193874602715978,-0.0253952038940563,-0.368452121422072,0.857479127588363,0.243227689398611,0.0131027253668763,0
10005,Manhattan,0.340552995391705,0.341129032258065,0.217128257669587,0.362941738299905,0.193874602715978,-0.0253952038940563,-0.368452121422072,0.857479127588363,0.243227689398611,0.0131027253668763,0
10004,Manhattan,0.0702341137123746,0.0702341137123746,0.0937629049483802,0.343719252213841,0.0718778077268643,0.201453507120954,0.464953100810491,-22.4467625899281,-0.0803843411757081,-0.124687497610838,0
10280,Manhattan,0.225050916496945,0.225050916496945,0.220475904323531,0.372727272727273,0.10388839418225,0.0290662206825152,0.0112737076913713,0.21379154302025,-0.454723249045157,0.0575393453227283,0.88
10280,Manhattan,0.225050916496945,0.225050916496945,0.220475904323531,0.372727272727273,0.10388839418225,0.0290662206825152,0.0112737076913713,0.21379154302025,-0.454723249045157,0.0575393453227283,0.03
10282,Manhattan,0.0242735648476258,0.0242735648476258,0.0663677345290619,0.324442943956786,0.00730260155180283,0.139402699049762,0.372127722611413,0.575912788112935,-2.41625809575692,0.0914764520015248,0.47
10282,Manhattan,0.0242735648476258,0.0242735648476258,0.0663677345290619,0.324442943956786,0.00730260155180283,0.139402699049762,0.372127722611413,0.575912788112935,-2.41625809575692,0.0914764520015248,0
10005,Manhattan,0.340552995391705,0.341129032258065,0.217128257669587,0.362941738299905,0.193874602715978,-0.0253952038940563,-0.368452121422072,0.857479127588363,0.243227689398611,0.0131027253668763,0
10301,Staten Island,0.0152087399558947,0.0385416666666667,0.018381167365366,0.0722402597402597,-0.0153538884034453,0.00161057476789702,0.0368218624094769,-0.0157776820606282,-0.00591291340792099,-0.0558783552679807,3.04
10302,Staten Island,0.0781595555315821,0.079196665403562,0.0670023618947645,0.0471622701838529,0.0911401597676108,0.262279018326173,0.0339858114832169,-0.261986774690512,0.0710089077168146,0.0290774325639465,2.3
10303,Staten Island,0.033754456673384,0.0350795317543655,0.162960365955458,0.0223953261927945,0.0247539516850582,0.182630821099967,-0.0469868458692166,0.0369284509473004,-0.0702409823155998,0.0758103350332414,3.04
10304,Staten Island,0.000931143157291567,-0.00262531589665579,0.049755346638078,0.0798514391829155,-0.0310950878774223,0.216158846406971,-0.196934372936581,-0.0842134414221694,0.0249020897457036,0.0526916652997065,3.36
10305,Staten Island,0.0236817848786368,0.0219911557308474,0.125795592025669,0.0794912559618442,-0.0318227593152064,0.0513276606836859,0.0704679219739495,0.302768057182034,0.164884671947832,-0.0958959912543582,1.13
10306,Staten Island,-0.0309324151718776,-0.032613971549117,0.0288034989065917,0.107963246554364,0.0492025788937903,0.0666928415824235,0.366625100446502,-0.0758992534640903,0.114512442987394,-0.0539103087917598,1.09
10307,Staten Island,0.071483771251932,0.0629429741855777,-0.0572176606519495,-0.159420289855072,0.203335980937252,0.146484119304239,-0.204372670362763,-1.19461522153911,0.0707907561840147,0.0126754070065802,0.88
10308,Staten Island,0.0413669064748201,0.040826528911848,0.0191075875719117,0.0574468085106383,0.136911281489595,0.160721379200763,0.0959845623914376,0.988902638617221,0.318133270680745,-0.0538974594515102,0.51
10309,Staten Island,0.051010101010101,0.0784068583675656,0.13537566148112,0.0723340790454884,-0.236650485436893,0.169509912312931,-0.170102059485314,-3.30044733397581,-0.396623964539706,0.0625393129860437,0.77
10310,Staten Island,-0.0314661717563692,-0.0306075062270444,0.105687448094161,-0.0778761061946903,-0.059720457433291,0.154809204453843,0.263867764341116,-0.0629900156259191,0.129325908964103,-0.10409287471698,2.22
10312,Staten Island,-0.001277473877297,-0.0029407415926005,0.0371267773164312,0.0546623794212219,-0.106085799800466,0.105381365674508,0.161423682247538,0.311120988796852,0.0858458981529587,-0.0287612710407751,0.45
10314,Staten Island,0.0226656291685193,0.0249659657294585,0.0140323138494985,0.123603871928518,0.0489024390243902,0.0247398363309648,0.125917369963506,0.179303884158969,0.0703374399244683,-0.0632477323598852,0.7
10451,Bronx,0.0478648424543947,0.0486951450648783,0.0162348493272545,0.162298387096774,0.0677601670966949,0.290431294587989,0.265403632346087,-0.0326225127520321,-0.00522887762076505,0.467536998115981,5.98
10452,Bronx,0.0444071143710809,0.0441729687802986,0.0209512607513049,0.134476534296029,0.0514583167766034,0.36987390550874,0.146646077569553,-0.11549220645708,0.0374141414132389,0.0750366582551975,5.12
10453,Bronx,0.0375644517949217,0.0439867598381758,-0.0695712706277384,0.106519742883379,0.0816925010473398,0.24434137056858,0.530190267421181,-0.0721447503642195,0.0236664989850948,-0.546940456406668,6.41
10454,Bronx,0.0207999172142598,0.0196196563285834,0.105421966391236,0.21203830369357,0.0471759184334035,0.07921962183797,-2.58285645090269,0.0756599399083054,-0.0424028482695172,0.228481499031557,3.68
10455,Bronx,0.104422200291367,0.106313161336345,0.161246027698223,0.174725274725275,0.100106253794778,0.243661220496935,0.72730907534466,0.128717990669071,-0.0317817691196583,-1.01927856320236,4.91
10456,Bronx,0.072580730349541,0.0699763339070568,0.154168537644065,0.139720558882236,0.0624336377150138,0.217420450634314,0.395053586442716,-0.0794542703121122,0.0319145565898604,-0.174204189489364,5.83
10457,Bronx,0.0826901728603901,0.0835261484338001,0.0958351827193372,0.107497741644083,0.0900980090537511,0.0958912664513143,-0.196412378839108,0.0745756276753785,-0.040678800696959,-0.0275015982025302,6.1
10458,Bronx,0.12031894031025,0.122005632154482,0.23813377322668,0.100425531914894,0.0752498755409183,0.138182844382436,-0.549816307205451,-0.130082461224342,0.0744862829330518,-0.167166000438045,6.76
10459,Bronx,0.0387565190714797,0.0395876628052921,0.149406102010713,0.130478087649402,0.0417446779002843,0.220455242842183,-0.185774105930285,0.0690584564313833,-0.0143407619006361,0.047950354609929,6.89
10460,Bronx,0.0783419996050813,0.0729300371734818,0.128063819947587,0.0892156862745098,0.0416552178930593,0.218030498777561,-0.374147653449056,0.09111432887376,-0.0196408530392395,0.0526373133135528,7.19
10461,Bronx,-0.0113286685874444,-0.00837088214679083,0.0988056654788977,0.131221719457014,-0.025963808025177,0.0493285220219919,0.0134123224241467,0.189731239430388,0.174135380836081,-0.236511776811129,2.61
10462,Bronx,0.0439334242562004,0.0427771499676219,0.0792802529922741,0.113369820172009,0.0325740020112807,0.0223264273938766,0.0561146976644648,-0.0291432857416914,0.0242256541172937,-0.180348988715902,4.09
10463,Bronx,0.047925558925655,0.0510878232144891,0.0950900969752552,0.121188428459734,0.0100015466309223,0.119020026071625,-0.307252117281097,0.0119388604267649,0.0329724548754263,-0.0449897180192304,2.79
10464,Bronx,0.120212530440558,0.12065530219172,0.304941208609837,-0.0288230584467574,-0.248990578734859,-0.0349080555452093,0.696528649816037,0.141206732651121,0.0520492014616055,-0.0505522828681336,1.99
10465,Bronx,0.00840317151957352,-0.00533559978279859,0.144804870476113,0.0964777947932619,-0.0354203409758965,0.0271084297800684,0.261257288143716,0.143455654532778,0.164856303999371,-0.172401045083056,1.11
10466,Bronx,0.0263426171349346,0.0241065036620959,0.117581052378472,0.104872006606111,0.0209160521837777,0.130425594762701,0.335156635707664,-0.0655886299651021,0.107968493998039,0.0284611788569572,5.03
10467,Bronx,0.0622967736910765,0.0626765153160982,0.000650066419829852,0.114904246461282,0.0391309871680854,-0.0263606703030842,0.0212601625408568,-0.12303298810956,0.122875521848236,-0.181044965322489,5.67
10468,Bronx,0.0573290237840761,0.0609783133158588,0.0681676930900051,0.115702479338843,0.0583429082088599,-0.0077747421624206,-0.224443545069879,-0.270264588220612,0.0725797843204764,-0.251450065076739,5.58
10469,Bronx,0.0195595003287311,0.0190056818181818,0.0878376166311999,0.103500761035008,-0.0155789085545723,-0.00525768626755509,0.202178812197762,-0.0305376039416158,0.109000753393161,-0.308992057814127,2.76
10470,Bronx,-0.0722998903508772,-0.0744973836408703,0.0105898549189876,0.152190051967335,-0.033233451375647,0.187817063009245,-0.0401151071183667,0.0143120233541523,0.0703113015498662,-0.0248215066032556,5.55
10471,Bronx,0.0112522686025408,-0.00936201546310419,0.119186477536697,0.179883945841393,-0.0121699196326062,-0.089599569239713,0.179306306808677,0.217427121663094,0.05954981511367,-0.0814721884671605,1.85
10472,Bronx,0.0146393128663455,0.0120409568312655,-0.0327199032458406,0.123467600700525,0.0312080356663265,-0.0486109771548101,0.0756691328219112,0.0596639654892673,-0.0346385038304624,0.304164239870386,4.64
10473,Bronx,0.0660152564328093,0.0657678818494804,0.0336039461514747,0.171858216970999,0.0151801376332479,0.026572804693562,-0.0615214796052263,0.0105119456442962,-0.0173084194457952,0.359633391047201,2.76
10474,Bronx,-0.00912119289340101,0.00699181446111869,0.100362990423231,0.156723063223508,-0.0863858363858364,0.284640434108394,-Inf,0.245716929193979,-0.0882271657073742,-0.399605066236891,7.27
10475,Bronx,0.0591306706448769,0.0533535518488277,0.0671810235154102,0.130869130869131,0.172508465269516,0.0538046013182489,0.256991324657991,-0.0401036803880246,0.0517281636109496,-0.332325090554472,1.97
11001,Queens,0.032345590860407,0.0342424134110162,0.0319668223853561,0.0822006472491909,0.169509594882729,0.116878731027252,0.315478716232293,-0.272402302852625,0.202874108956997,-0.0969576218832055,0.07
11004,Queens,0.0642201834862385,0.0228693181818182,0.155912768579542,0.182389937106918,-0.0331369661266568,-0.168748947880757,0.0504754027811399,0.392236139738914,0.185878529684854,-0.19477920642743,0.37
11005,Queens,-0.114074914869467,-0.114074914869467,-0.352020231269667,?,-1.55405405405405,-0.234502335195874,?,-Inf,-2.0418860021509,0.017950552113046,0
11040,Queens,0.0506644518272425,0.0502163678729374,0.157559283115392,0.219303255282696,0.00547195622435021,0.0811403095296763,0.244154795976829,-0.113927832191708,0.212287461671125,-0.281167914496505,0.07
11096,Queens,0.0601695899639912,0.063045248342445,-0.013661252900232,0.0758364312267658,0.163923633969717,-0.0367391435244604,-0.331620037640699,-0.0768412917521028,-0.0163176080280573,0.13253175377521,0
11101,Queens,0.154131429363649,0.159420289855072,0.241195175059621,0.214285714285714,0.13485857708273,0.194495180668177,0.193542095634583,-0.0378876801218035,-0.403435494610438,0.162468596645432,2.72
11102,Queens,-0.000444747531651199,-0.00514446371956691,0.196703951287312,0.15203955500618,0.00456659619450317,0.152221660077549,0.0722841790368794,0.19540522765943,-0.020601814081368,-0.0383023023704858,1.46
11103,Queens,0.0344936376064781,0.034235563872124,0.143877723098622,0.153230769230769,0.0216140454411331,0.054784134218566,0.179990263801444,-0.0102080699112376,-0.0853491895317405,-0.0157077632635429,1.38
11104,Queens,-0.0231681243926142,-0.0209893882646692,0.141535439308007,0.136786188579017,-0.0976006948214092,0.209968855224554,-0.381007624201288,0.478743208844649,0.05955517359287,0.125514314031206,1.72
11105,Queens,-0.00402274190087964,-0.00496657628392709,0.15391623806025,0.154501216545012,-0.0388054363376252,0.164868223651369,0.321057902052775,0.319383750763298,-0.10105860685858,-0.0551634768777664,1.19
11106,Queens,0.0786068659469971,0.0781757330535991,0.186974063400576,0.217084136159281,0.00761024182076814,0.296178356792819,0.293015183659696,-0.250853524506129,-0.0406188080783434,-0.133383564607013,1.54
11109,Queens,0.38240845602114,0.38240845602114,0.0816794226348107,0.345864661654135,0.509468993687338,0.0520108457150022,0.394021839190503,0.0300116482908152,-0.406991202223476,-0.164149374590492,2.08
11201,Brooklyn,0.156121278692232,0.160298038143414,0.195395290520928,0.258407079646018,0.0976973486442614,0.0548317645370543,0.1918480524827,-0.00132414723440736,-0.0644375458411022,-0.0543005762947787,1.04
11203,Brooklyn,-0.0554422350603377,-0.0669519491320795,-0.0179061071873702,0.126782884310618,0.0046022762609615,0.0970746555080413,0.166892185847999,-0.00899566844651652,-0.011387574316965,0.175922885735519,4.2
11204,Brooklyn,-0.00356000799440392,-0.00537459283387622,0.047083923026552,0.125666412795126,-0.0283312371748196,0.201485598249261,0.125432515424233,0.562681551549114,-0.0720538279413533,-0.0812767213086797,0.86
11205,Brooklyn,0.111256312571985,0.115420086691875,0.177221080389343,0.131639722863741,0.0842562966609238,0.239601815104055,0.40668580290752,0.0235637862032469,-0.278710019428815,0.0402428508525098,1.83
11206,Brooklyn,0.0875158089031185,0.0879542203147353,0.162299982416037,0.184475806451613,0.089689368528511,0.376133478197797,0.249010165134517,-0.166372604982074,-0.152295792242791,0.218762193973766,1.64
11207,Brooklyn,0.00568157269388637,0.0046187106918239,0.0884414532659387,0.113879003558719,0.0496497230368198,0.276627491290636,0.325263425066849,-0.0338928886146477,-0.0114519628231254,0.372031672682581,4.56
11208,Brooklyn,0.0519138635332089,0.0515455567142872,0.0990956855612812,0.0875613747954174,0.0907535711230861,0.317004659820394,0.230815369510801,0.0361925779284639,-0.0712753993714528,-0.27989804111946,4.37
11209,Brooklyn,-0.0659896983075791,-0.0656177654570388,0.170528040472563,0.14031485284052,-0.0858418159055032,0.109595438536189,0.143206229118922,0.418051714591723,0.0209961016845939,-0.0485184911682313,1.66
11210,Brooklyn,0.0717081231518525,0.0689615020740849,0.121185813960966,0.15546875,0.0568052159739201,0.0252518966977079,0.28952883992907,0.0339676232736898,0.108891683358889,-0.155948621163679,3.19
11211,Brooklyn,0.108802678219772,0.10811078042655,0.331856064616641,0.276595744680851,0.106409381398523,0.262668504270478,0.419205379450236,0.262837607699631,-0.08382169278689,-0.0313612279573685,0.71
11212,Brooklyn,0.0188818196086006,0.00613330035860022,-0.0866144798847217,0.0658174097664544,0.0628898128898129,0.254701351728966,-0.157235324017413,-0.0445391464249854,0.165511606854331,0.315936686508779,5.23
